filename,ai2d_category,ai2d_rst_category,umap_1,umap_2
3524.png_B0.png,partsOfA,cut-out,0.4935922,-2.095644
1423.png_B0.png,solarSystem,illustration,5.010903,1.0278218
1423.png_B1.png,solarSystem,illustration,1.6426181,0.82875836
1423.png_B2.png,solarSystem,illustration,2.8800128,3.651073
1423.png_B3.png,solarSystem,illustration,5.9968476,2.9909105
1423.png_B4.png,solarSystem,illustration,-0.43290034,-3.3507571
1423.png_B5.png,solarSystem,illustration,0.61190724,0.15549062
1423.png_B6.png,solarSystem,illustration,-2.495264,1.1952249
1423.png_B7.png,solarSystem,illustration,-0.113517515,1.921298
1423.png_B8.png,solarSystem,illustration,8.306318,2.582518
3743.png_B0.png,partsOfA,cross-section,13.298356,-1.9661938
2880.png_B0.png,partsOfA,cross-section,-1.9037932,-2.3658085
755.png_B0.png,moonPhaseEquinox,cycle,13.590932,0.6684204
755.png_B1.png,moonPhaseEquinox,cycle,13.922207,0.22435512
755.png_B2.png,moonPhaseEquinox,cycle,13.010541,-0.30746585
755.png_B3.png,moonPhaseEquinox,cycle,12.251268,-0.39579567
755.png_B4.png,moonPhaseEquinox,cycle,13.072114,-0.13119033
4719.png_B0.png,typesOf,illustration,11.417376,-3.0476499
4719.png_B1.png,typesOf,illustration,11.160824,-3.0591524
4719.png_B2.png,typesOf,illustration,11.644432,-3.227357
2411.png_B0.png,lifeCycles,cycle,4.7289643,-6.0858865
2411.png_B1.png,lifeCycles,cycle,3.4762127,-7.4888654
2411.png_B2.png,lifeCycles,cycle,4.3230004,-6.5728106
2411.png_B3.png,lifeCycles,cycle,3.2382736,-6.1103654
4718.png_B0.png,typesOf,horizontal,11.436586,1.8215843
4718.png_B1.png,typesOf,horizontal,10.820657,1.8015618
4718.png_B2.png,typesOf,horizontal,10.636607,2.3388052
4718.png_B3.png,typesOf,horizontal,11.055115,1.6708624
4718.png_B4.png,typesOf,horizontal,10.608203,1.8293879
4718.png_B5.png,typesOf,horizontal,10.80613,1.3936118
4718.png_B6.png,typesOf,horizontal,11.122993,1.1949533
2483.png_B0.png,lifeCycles,cycle,2.6311533,-4.9263716
2483.png_B1.png,lifeCycles,cycle,14.285254,4.777162
2483.png_B2.png,lifeCycles,cycle,9.427519,3.3277414
2483.png_B3.png,lifeCycles,cycle,10.685458,3.9236498
4344.png_B0.png,typesOf,illustration,10.080752,-2.342267
4344.png_B1.png,typesOf,illustration,11.906189,-3.1248107
4344.png_B2.png,typesOf,illustration,11.049011,-2.9376187
4344.png_B3.png,typesOf,illustration,11.809829,-2.8383708
4344.png_B4.png,typesOf,illustration,11.77216,-3.105042
4344.png_B5.png,typesOf,illustration,15.061665,0.70961475
4344.png_B6.png,typesOf,illustration,13.56477,-3.2701595
4344.png_B7.png,typesOf,illustration,12.990119,-3.1477687
2989.png_B0.png,partsOfA,cross-section,15.37822,-0.08248966
3178.png_B0.png,partsOfA,illustration,8.711163,-2.543985
1359.png_B0.png,rockStrata,mixed,1.1420959,-1.5032662
1359.png_B1.png,rockStrata,mixed,0.8282398,-1.6630738
1359.png_B2.png,rockStrata,mixed,1.7952244,-0.7712904
1359.png_B3.png,rockStrata,mixed,0.10453085,3.0870254
1359.png_B4.png,rockStrata,mixed,0.75611913,-0.3392928
1359.png_B5.png,rockStrata,mixed,-0.6266492,-0.7315523
2096.png_B0.png,foodChainsWebs,network,12.582336,-2.796935
2096.png_B1.png,foodChainsWebs,network,-2.2695854,0.67350936
2096.png_B2.png,foodChainsWebs,network,2.6083355,3.1410887
2096.png_B3.png,foodChainsWebs,network,0.9151468,4.130933
2096.png_B4.png,foodChainsWebs,network,-1.7157454,1.6107005
2096.png_B5.png,foodChainsWebs,network,1.3711858,3.6216242
2096.png_B6.png,foodChainsWebs,network,-0.014713447,2.4037783
2096.png_B7.png,foodChainsWebs,network,-0.8194728,-1.0636966
2096.png_B8.png,foodChainsWebs,network,-0.1823315,-0.25804448
2096.png_B9.png,foodChainsWebs,network,4.923715,-7.5897255
1796.png_B0.png,foodChainsWebs,network,6.033427,1.1688365
1796.png_B1.png,foodChainsWebs,network,5.155351,0.109245025
1796.png_B2.png,foodChainsWebs,network,5.724085,2.7148867
1796.png_B3.png,foodChainsWebs,network,2.139995,0.49098513
1796.png_B4.png,foodChainsWebs,network,1.8610162,0.42404526
2459.png_B0.png,lifeCycles,cycle,6.802853,-4.627906
2459.png_B1.png,lifeCycles,cycle,8.206554,-5.271391
2459.png_B2.png,lifeCycles,cycle,7.3798203,-4.42494
2459.png_B3.png,lifeCycles,cycle,8.512907,-5.736015
4063.png_B0.png,partsOfTheEarth,mixed,0.3250908,2.114899
4063.png_B1.png,partsOfTheEarth,mixed,-0.31006327,1.0278633
2953.png_B0.png,partsOfA,illustration,-2.0278728,-1.7740797
3798.png_B0.png,partsOfA,illustration,14.005229,6.6417055
2005.png_B0.png,foodChainsWebs,mixed,10.105005,-1.6862926
2005.png_B1.png,foodChainsWebs,mixed,5.7188983,-4.8162985
2005.png_B10.png,foodChainsWebs,mixed,7.6373696,-4.483851
2005.png_B11.png,foodChainsWebs,mixed,7.3936596,-5.7832766
2005.png_B12.png,foodChainsWebs,mixed,4.817601,-2.1268966
2005.png_B13.png,foodChainsWebs,mixed,6.3340816,-5.3683662
2005.png_B14.png,foodChainsWebs,mixed,5.918089,-2.7580636
2005.png_B15.png,foodChainsWebs,mixed,8.572195,-3.9692197
2005.png_B16.png,foodChainsWebs,mixed,8.898628,-5.6894
2005.png_B2.png,foodChainsWebs,mixed,6.5563593,-6.1901197
2005.png_B3.png,foodChainsWebs,mixed,5.138008,-2.20462
2005.png_B4.png,foodChainsWebs,mixed,6.659559,-2.2430203
2005.png_B5.png,foodChainsWebs,mixed,6.3575683,-0.15681687
2005.png_B6.png,foodChainsWebs,mixed,6.1514945,-5.6244183
2005.png_B7.png,foodChainsWebs,mixed,7.401289,-1.7420843
2005.png_B8.png,foodChainsWebs,mixed,8.747586,-2.8974793
2005.png_B9.png,foodChainsWebs,mixed,5.6027517,-3.5314102
2263.png_B0.png,lifeCycles,cycle,7.9239836,-5.846117
2263.png_B1.png,lifeCycles,cycle,4.8020725,-1.7863703
2263.png_B2.png,lifeCycles,cycle,6.2944303,-6.7557554
2263.png_B3.png,lifeCycles,cycle,7.6079082,-5.6380553
2263.png_B4.png,lifeCycles,cycle,6.5342994,-2.6762426
1704.png_B0.png,faultsEarthquakes,cut-out,3.740586,-3.6897695
3464.png_B0.png,partsOfA,illustration,5.375036,0.52191424
979.png_B0.png,typesOf,illustration,8.61658,0.15576802
979.png_B1.png,typesOf,illustration,8.872123,0.64692754
979.png_B2.png,typesOf,illustration,9.953269,-5.072036
979.png_B3.png,typesOf,illustration,8.635432,0.9150361
979.png_B4.png,typesOf,illustration,8.570259,-5.1967306
979.png_B5.png,typesOf,illustration,8.269333,-5.3764195
979.png_B6.png,typesOf,illustration,9.108472,-6.3482895
979.png_B7.png,typesOf,illustration,11.298651,-4.8761544
979.png_B8.png,typesOf,illustration,11.591987,-4.2388296
979.png_B9.png,typesOf,illustration,8.059372,-6.169891
1149.png_B0.png,partsOfA,illustration,2.8889785,-1.5138712
2287.png_B0.png,lifeCycles,cycle,13.8598385,4.61402
2287.png_B1.png,lifeCycles,cycle,13.318883,3.2773187
2287.png_B2.png,lifeCycles,cycle,14.078457,4.0046797
2287.png_B3.png,lifeCycles,cycle,14.573605,5.3019357
4727.png_B0.png,typesOf,illustration,12.701713,-5.1615434
4727.png_B1.png,typesOf,illustration,11.981607,-4.783329
4727.png_B10.png,typesOf,illustration,12.562071,-5.739053
4727.png_B11.png,typesOf,illustration,13.593891,-3.4752023
4727.png_B12.png,typesOf,illustration,12.817125,-4.583836
4727.png_B13.png,typesOf,illustration,12.665279,-5.3378983
4727.png_B14.png,typesOf,illustration,12.447073,-5.038464
4727.png_B15.png,typesOf,illustration,13.527458,-3.0314138
4727.png_B16.png,typesOf,illustration,12.480072,-5.182964
4727.png_B17.png,typesOf,illustration,12.4244,-5.467244
4727.png_B18.png,typesOf,illustration,11.54439,-5.663623
4727.png_B19.png,typesOf,illustration,12.638991,-5.404921
4727.png_B2.png,typesOf,illustration,12.09872,-3.9635038
4727.png_B20.png,typesOf,illustration,11.793256,-5.8546042
4727.png_B21.png,typesOf,illustration,12.409848,-5.360749
4727.png_B3.png,typesOf,illustration,12.290383,-5.290295
4727.png_B4.png,typesOf,illustration,12.837721,-4.91276
4727.png_B5.png,typesOf,illustration,12.438244,-5.4400187
4727.png_B6.png,typesOf,illustration,10.996452,-4.0860963
4727.png_B7.png,typesOf,illustration,12.115786,-5.65983
4727.png_B8.png,typesOf,illustration,12.543733,-5.62853
4727.png_B9.png,typesOf,illustration,12.3717785,-5.5069194
4015.png_B0.png,partsOfTheEarth,cut-out,2.7786858,1.0471753
1227.png_B0.png,partsOfA,cross-section,13.594946,7.120348
4086.png_B0.png,partsOfTheEarth,cross-section,0.7223062,4.1880374
2526.png_B0.png,moonPhaseEquinox,cycle,4.2343225,5.1035404
2526.png_B1.png,moonPhaseEquinox,cycle,0.6156901,1.2648807
2526.png_B2.png,moonPhaseEquinox,cycle,1.2673672,1.4127145
2526.png_B3.png,moonPhaseEquinox,cycle,-0.05689295,0.73872405
2526.png_B4.png,moonPhaseEquinox,cycle,-0.21938156,0.65275973
2526.png_B5.png,moonPhaseEquinox,cycle,0.56510925,1.2067642
2526.png_B6.png,moonPhaseEquinox,cycle,2.1793919,2.0527039
2526.png_B7.png,moonPhaseEquinox,cycle,-1.9076208,3.0307972
2740.png_B0.png,moonPhaseEquinox,cycle,14.294805,6.742232
2740.png_B1.png,moonPhaseEquinox,cycle,13.373032,6.8968997
2740.png_B2.png,moonPhaseEquinox,cycle,9.705875,9.011063
2740.png_B3.png,moonPhaseEquinox,cycle,6.7494273,8.48618
2740.png_B4.png,moonPhaseEquinox,cycle,4.867321,8.843512
2740.png_B5.png,moonPhaseEquinox,cycle,14.920279,4.4672933
2740.png_B6.png,moonPhaseEquinox,cycle,5.4810896,8.627272
2740.png_B7.png,moonPhaseEquinox,cycle,9.656304,8.6530485
2740.png_B8.png,moonPhaseEquinox,cycle,13.02703,6.7137456
662.png_B0.png,partsOfTheEarth,mixed,0.43537349,-0.38707814
662.png_B1.png,partsOfTheEarth,mixed,1.1428994,1.6622521
150.png_B0.png,moonPhaseEquinox,illustration,0.15052108,-2.7325451
150.png_B1.png,moonPhaseEquinox,illustration,-1.4379785,-2.4864414
3675.png_B0.png,partsOfA,cross-section,9.702846,-1.8452898
276.png_B0.png,foodChainsWebs,network,2.2224948,3.6529179
276.png_B1.png,foodChainsWebs,network,8.1453085,-6.3246927
276.png_B10.png,foodChainsWebs,network,5.370678,-4.4626594
276.png_B11.png,foodChainsWebs,network,6.9244328,-6.9009466
276.png_B12.png,foodChainsWebs,network,8.6006155,-2.4336789
276.png_B13.png,foodChainsWebs,network,11.589286,-4.3221564
276.png_B14.png,foodChainsWebs,network,4.407029,-2.5426195
276.png_B15.png,foodChainsWebs,network,4.3782015,-4.63836
276.png_B16.png,foodChainsWebs,network,9.226142,-3.8652604
276.png_B17.png,foodChainsWebs,network,6.653239,-4.9340186
276.png_B18.png,foodChainsWebs,network,7.1290007,-4.9587383
276.png_B19.png,foodChainsWebs,network,6.458038,-4.893161
276.png_B2.png,foodChainsWebs,network,6.049131,-4.539035
276.png_B20.png,foodChainsWebs,network,5.2214847,-5.8276
276.png_B21.png,foodChainsWebs,network,8.0674925,-4.661324
276.png_B22.png,foodChainsWebs,network,10.707675,-1.156349
276.png_B23.png,foodChainsWebs,network,7.289077,-2.8899963
276.png_B3.png,foodChainsWebs,network,7.2104363,-1.9332132
276.png_B4.png,foodChainsWebs,network,11.21511,-3.5532074
276.png_B5.png,foodChainsWebs,network,7.974869,-4.7404633
276.png_B6.png,foodChainsWebs,network,9.922524,-4.977496
276.png_B7.png,foodChainsWebs,network,8.06931,-4.648635
276.png_B8.png,foodChainsWebs,network,7.5428905,-2.043059
276.png_B9.png,foodChainsWebs,network,7.5345206,-4.694633
3859.png_B0.png,partsOfA,illustration,6.3596354,-0.43893892
722.png_B0.png,typesOf,illustration,-1.0658056,1.7890992
722.png_B1.png,typesOf,illustration,0.340604,-1.4022114
722.png_B10.png,typesOf,illustration,-2.224161,2.435182
722.png_B11.png,typesOf,illustration,-2.333094,-1.813383
722.png_B12.png,typesOf,illustration,0.68454534,1.3308669
722.png_B2.png,typesOf,illustration,-0.18924223,3.5621552
722.png_B3.png,typesOf,illustration,2.2175875,4.367213
722.png_B4.png,typesOf,illustration,4.9547896,4.1540785
722.png_B5.png,typesOf,illustration,1.3726486,2.8906157
722.png_B6.png,typesOf,illustration,3.76734,4.1571116
722.png_B7.png,typesOf,illustration,-2.3018057,1.9474806
722.png_B8.png,typesOf,illustration,-1.5598421,-3.0942097
722.png_B9.png,typesOf,illustration,-0.86209893,0.5600706
544.png_B0.png,partsOfTheEarth,cut-out,3.8713057,-0.05326767
3007.png_B0.png,partsOfA,illustration,8.002441,-6.738493
946.png_B0.png,typesOf,illustration,9.434455,-1.6802593
946.png_B1.png,typesOf,illustration,14.1337805,-1.0546354
946.png_B2.png,typesOf,illustration,13.646834,-1.8477249
946.png_B3.png,typesOf,illustration,14.563999,-0.10336475
946.png_B4.png,typesOf,illustration,8.877773,3.7815313
2692.png_B0.png,moonPhaseEquinox,cycle,14.847697,5.5174985
2692.png_B1.png,moonPhaseEquinox,cycle,14.641376,4.8088584
2692.png_B2.png,moonPhaseEquinox,cycle,14.536696,4.828187
2692.png_B3.png,moonPhaseEquinox,cycle,14.7734165,4.9431677
2692.png_B4.png,moonPhaseEquinox,cycle,14.401681,6.9238634
1193.png_B0.png,partsOfA,cross-section,-0.02165627,-6.4549756
1193.png_B1.png,partsOfA,cross-section,0.720661,-7.416182
1193.png_B2.png,partsOfA,cross-section,3.43983,-6.5915103
1856.png_B0.png,foodChainsWebs,vertical,6.2887607,-6.8214192
1856.png_B1.png,foodChainsWebs,vertical,1.536366,4.424862
1856.png_B2.png,foodChainsWebs,vertical,3.5266986,2.368152
1856.png_B3.png,foodChainsWebs,vertical,0.5262986,4.1053376
1856.png_B4.png,foodChainsWebs,vertical,5.824821,3.4859405
1856.png_B5.png,foodChainsWebs,vertical,10.475797,-4.527363
4400.png_B0.png,typesOf,illustration,11.346847,0.33110973
4400.png_B1.png,typesOf,illustration,15.13278,6.725938
4400.png_B10.png,typesOf,illustration,14.622035,2.2061665
4400.png_B11.png,typesOf,illustration,13.568584,1.4853668
4400.png_B12.png,typesOf,illustration,13.615182,1.7531236
4400.png_B13.png,typesOf,illustration,14.378534,3.0469337
4400.png_B14.png,typesOf,illustration,14.364176,2.751709
4400.png_B15.png,typesOf,illustration,14.265784,1.7980055
4400.png_B2.png,typesOf,illustration,15.091049,3.137902
4400.png_B3.png,typesOf,illustration,15.2321615,3.3605037
4400.png_B4.png,typesOf,illustration,16.060831,4.607335
4400.png_B5.png,typesOf,illustration,15.3631935,2.8765388
4400.png_B6.png,typesOf,illustration,15.91514,5.4904737
4400.png_B7.png,typesOf,illustration,15.77719,4.1273527
4400.png_B8.png,typesOf,illustration,14.998797,2.2388453
4400.png_B9.png,typesOf,illustration,16.158587,5.070616
2269.png_B0.png,lifeCycles,cycle,3.2897015,0.66225904
2269.png_B1.png,lifeCycles,cycle,1.9971663,-1.8092816
2269.png_B2.png,lifeCycles,cycle,1.9716958,-1.5109639
2269.png_B3.png,lifeCycles,cycle,1.7760997,-1.5705342
4307.png_B0.png,solarSystem,illustration,6.18287,3.6352146
4307.png_B1.png,solarSystem,illustration,5.293917,3.8096867
4307.png_B2.png,solarSystem,illustration,3.9305236,4.461042
4307.png_B3.png,solarSystem,illustration,5.182037,5.2412715
4307.png_B4.png,solarSystem,illustration,-2.0712285,-0.24699701
4307.png_B5.png,solarSystem,illustration,4.94251,5.2372465
4307.png_B6.png,solarSystem,illustration,-1.1629575,1.8654494
4307.png_B7.png,solarSystem,illustration,4.793436,4.4366527
4307.png_B8.png,solarSystem,illustration,5.4796624,5.57053
1569.png_B0.png,circuits,mixed,10.4974785,-5.7415295
1569.png_B1.png,circuits,mixed,7.955435,-6.857132
1569.png_B2.png,circuits,mixed,6.244546,-2.4408605
1569.png_B3.png,circuits,mixed,1.5693352,0.24877863
973.png_B0.png,typesOf,illustration,12.909245,-2.1782906
973.png_B1.png,typesOf,illustration,12.270432,-1.1551546
973.png_B2.png,typesOf,illustration,12.345884,-0.61166
1863.png_B0.png,foodChainsWebs,network,1.7608862,-6.936337
1863.png_B1.png,foodChainsWebs,network,1.8881813,-6.536371
1863.png_B10.png,foodChainsWebs,network,2.6431363,-7.187763
1863.png_B11.png,foodChainsWebs,network,-0.2736923,-4.1351933
1863.png_B12.png,foodChainsWebs,network,2.0164776,-6.116953
1863.png_B2.png,foodChainsWebs,network,4.615985,-5.262527
1863.png_B3.png,foodChainsWebs,network,0.63505995,-4.0945773
1863.png_B4.png,foodChainsWebs,network,0.08400412,-4.3434687
1863.png_B5.png,foodChainsWebs,network,1.262998,-3.308355
1863.png_B6.png,foodChainsWebs,network,1.0930693,-6.7671785
1863.png_B7.png,foodChainsWebs,network,0.44172013,-4.7264724
1863.png_B8.png,foodChainsWebs,network,0.6555026,-4.2948895
1863.png_B9.png,foodChainsWebs,network,1.4007174,-3.7749166
2360.png_B0.png,lifeCycles,illustration,2.1902926,-7.1257677
2360.png_B1.png,lifeCycles,illustration,8.157819,-3.7207816
2360.png_B2.png,lifeCycles,illustration,9.384179,-3.769993
2360.png_B3.png,lifeCycles,illustration,9.392827,-3.199897
2360.png_B4.png,lifeCycles,illustration,11.887437,-5.0095863
4394.png_B0.png,typesOf,mixed,6.159369,-5.930505
4394.png_B1.png,typesOf,mixed,6.555691,-5.8824186
4394.png_B2.png,typesOf,mixed,6.23065,-6.034526
4394.png_B3.png,typesOf,mixed,5.0566673,-5.7608914
2452.png_B0.png,lifeCycles,cycle,14.061843,-3.2076514
2452.png_B1.png,lifeCycles,cycle,12.481165,-2.621737
2452.png_B2.png,lifeCycles,cycle,12.187427,-2.5413496
2452.png_B3.png,lifeCycles,cycle,11.952751,-2.3408992
571.png_B0.png,typesOf,illustration,16.640411,3.9756725
571.png_B1.png,typesOf,illustration,13.001503,-4.7835393
571.png_B2.png,typesOf,illustration,4.7571826,-8.040481
571.png_B3.png,typesOf,illustration,12.436305,-4.9858637
571.png_B4.png,typesOf,illustration,12.919744,-4.812673
571.png_B5.png,typesOf,illustration,5.148441,-7.1160874
2512.png_B0.png,moonPhaseEquinox,cycle,-0.543853,2.1374173
2512.png_B1.png,moonPhaseEquinox,cycle,0.755672,2.1026278
2512.png_B2.png,moonPhaseEquinox,cycle,1.671311,2.4779613
2512.png_B3.png,moonPhaseEquinox,cycle,1.1705858,1.5234883
2512.png_B4.png,moonPhaseEquinox,cycle,-0.54937404,-5.3620434
656.png_B0.png,partsOfTheEarth,cut-out,2.958754,-1.9456097
299.png_B0.png,other,horizontal,-0.18942629,-2.8285313
299.png_B1.png,other,horizontal,0.2719466,-0.57247514
299.png_B2.png,other,horizontal,3.7304218,-6.095052
299.png_B3.png,other,horizontal,6.5561943,1.0784703
1075.png_B0.png,partsOfA,cross-section,2.3640585,-9.146492
1213.png_B0.png,partsOfA,illustration,5.429615,-3.1543593
298.png_B0.png,foodChainsWebs,network,3.2669766,-0.066927984
298.png_B1.png,foodChainsWebs,network,1.6738577,-0.5712515
298.png_B2.png,foodChainsWebs,network,0.84584206,-2.9960325
298.png_B3.png,foodChainsWebs,network,8.340276,-3.0614922
298.png_B4.png,foodChainsWebs,network,7.7132187,2.5241852
298.png_B5.png,foodChainsWebs,network,4.6884933,-5.122638
298.png_B6.png,foodChainsWebs,network,2.8827925,-0.23843688
298.png_B7.png,foodChainsWebs,network,5.2027316,0.29043472
298.png_B8.png,foodChainsWebs,network,5.9505563,-1.1413138
298.png_B9.png,foodChainsWebs,network,1.6196554,2.3980212
3173.png_B0.png,partsOfA,cross-section,2.6480649,-7.1239877
1521.png_B0.png,atomStructure,diagrammatic,8.342551,6.918021
1521.png_B1.png,atomStructure,diagrammatic,6.7916718,-0.73368376
1521.png_B2.png,atomStructure,diagrammatic,6.8002825,-0.67086697
3641.png_B0.png,partsOfA,cut-out,4.866245,-2.437916
1389.png_B0.png,partsOfA,cross-section,3.3755953,-1.7825634
2221.png_B0.png,lifeCycles,cycle,2.2564397,-0.60283196
2221.png_B1.png,lifeCycles,cycle,4.4884534,-3.6002786
2221.png_B2.png,lifeCycles,cycle,-2.1140401,-1.8433441
